Attributes,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume
Symbols,DIA,IBB,IHE,IVV,IYC,IYE,IYF,IYH,IYJ,IYW,IYZ,QQQ,RTH,SMH,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLV,XLY,DIA,IBB,IHE,IVV,IYC,IYE,IYF,IYH,IYJ,IYW,IYZ,QQQ,RTH,SMH,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLV,XLY,DIA,IBB,IHE,IVV,IYC,IYE,IYF,IYH,IYJ,IYW,IYZ,QQQ,RTH,SMH,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLV,XLY,DIA,IBB,IHE,IVV,IYC,IYE,IYF,IYH,IYJ,IYW,IYZ,QQQ,RTH,SMH,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLV,XLY,DIA,IBB,IHE,IVV,IYC,IYE,IYF,IYH,IYJ,IYW,IYZ,QQQ,RTH,SMH,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLV,XLY
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19,151.0292,82.6197,124.9562,177.8513,117.6921,49.7828,76.483,117.3439,97.5912,91.6471,26.8378,88.627,56.0224,45.542,177.9053,45.0355,86.6228,16.9337,49.6246,35.3998,39.8051,55.7946,62.1395,151.1811,82.9998,125.0122,177.9853,117.9013,50.0906,76.483,117.6676,97.6564,91.6661,26.8733,88.6936,56.0969,45.8391,178.0593,45.0536,87.2047,16.9485,49.7239,35.3998,40.0328,56.0078,62.3071,150.6003,82.167,124.3872,177.2575,117.2354,49.6772,76.0437,117.2236,97.2187,90.9555,26.687,88.0463,55.5938,45.5281,177.3347,44.8046,86.3797,16.8449,49.444,35.1422,39.7788,55.7575,61.795,150.7969,82.8015,125.0122,177.8513,117.4162,50.0818,76.3,117.6676,97.5446,91.3439,26.8023,88.4461,55.687,45.8298,177.0993,44.6733,86.7792,16.8375,49.4801,35.1146,39.7175,55.7946,61.7577,3037773,2842155,11586,1946535,22397,440732,83534,138905,167123,198741,218449,38427402,26589,1559922,85928920,5766388,8677236,23105723,7149005,5918748,11404221,4313803,2980192
2014-06-20,151.5275,82.9667,125.3014,178.3191,117.5223,50.3192,76.4647,118.3151,97.8333,91.1734,26.8378,88.4834,55.7429,45.8484,178.3976,44.9475,87.6373,16.9784,49.8063,35.2588,40.1065,56.1819,62.1337,151.6797,84.4802,126.7285,178.3551,117.5779,50.6093,76.6385,118.8516,98.0382,91.2208,26.9,88.6457,55.7429,45.8762,178.4648,45.1932,88.1084,16.9933,49.9424,35.3235,40.133,56.4891,62.2084,151.2678,82.8973,125.2267,178.0312,116.874,50.1785,76.3641,118.0099,97.703,90.8608,26.6692,88.3211,55.3888,45.6627,178.0973,44.8838,87.3494,16.9189,49.7519,35.1294,39.8508,56.1261,61.6572,151.3753,84.4802,126.7285,178.1841,116.9881,50.5742,76.5654,118.8516,97.9451,91.0976,26.8112,88.5502,55.4727,45.8298,178.3157,45.1659,88.056,16.971,49.9152,35.2033,39.8772,56.4798,61.732,5370721,4366626,11544,3891873,80867,180341,98748,252473,157727,212484,403479,25897494,9435,1662605,100587108,4217946,9096156,24913864,4304736,5427718,5165375,4426653,5017653
2014-06-23,151.3574,84.4935,126.7099,178.2741,117.1974,50.7765,76.5105,118.7684,97.9823,91.2018,26.8023,88.5168,55.5006,45.8577,178.343,45.2205,88.3265,16.971,50.0422,35.1664,39.8772,56.517,61.6572,151.4111,84.8404,127.0084,178.3371,117.1974,50.882,76.7301,119.0181,98.0382,91.3497,26.8645,88.598,55.5938,45.8577,178.4158,45.3661,88.5708,17.023,50.0422,35.305,39.886,56.5635,61.8487,150.9276,83.4426,126.2155,177.8602,116.6837,50.627,76.3549,118.2504,97.3956,91.0028,26.7225,88.3021,55.4913,45.5884,177.9334,45.0294,88.0997,16.9115,49.5342,35.134,39.595,56.2192,61.5452,151.2231,83.5781,125.6745,177.3924,116.7503,50.5127,76.3274,117.9544,97.2373,91.0218,26.6958,88.5693,55.5938,45.6813,178.2611,45.2296,88.3701,17.0082,49.6249,35.305,39.6568,56.2657,61.8067,2729317,3206787,19060,2173222,82863,779260,204097,130762,186988,282694,154356,20837926,6403,618090,70611486,2952681,7959180,19410417,5192365,3767121,3370687,3406711,4289163
2014-06-24,151.1515,84.7677,126.6025,177.8944,116.8451,50.7184,76.4578,118.5227,97.374,91.2436,26.8,88.5693,55.2864,45.6998,177.9426,45.1204,88.2916,16.971,49.5433,35.2865,39.595,56.4519,61.6572,151.5991,85.8781,127.2403,178.753,117.5031,50.7626,76.8712,119.3209,97.8222,91.9278,26.9581,89.3138,55.7242,45.9877,178.8253,45.3724,88.357,17.0452,49.7338,35.4667,39.6391,56.745,62.1897,150.1129,84.0572,126.3962,176.9139,116.54,49.645,76.1087,118.207,96.5613,90.6829,26.6661,88.2257,55.2864,45.3006,176.987,44.8019,86.3199,16.8743,49.0715,35.037,39.4187,56.2331,61.5731,150.292,84.4274,126.3978,177.1532,116.54,49.7023,76.1179,118.2813,96.5801,90.892,26.6751,88.4834,55.4075,45.3841,177.1872,44.8019,86.5118,16.8966,49.1259,35.1202,39.5157,56.3029,61.6572,4862542,4561008,10984,3057421,31916,554139,1148005,149345,188161,277250,110700,31945762,225035,2631265,96236917,4374850,17748459,22551823,7429915,8471329,3677179,4868458,3908711
2014-06-25,149.9786,83.9518,126.1523,176.7239,116.3969,49.4991,75.9342,118.2164,96.412,90.7209,26.6126,88.283,55.305,45.3099,176.7777,44.8838,86.1541,16.8149,48.9808,35.0462,39.3746,56.275,61.4984,150.8381,85.2661,127.5312,178.0842,117.5508,50.0911,76.3568,119.5566,96.9504,91.4812,26.8536,89.1993,55.4913,45.737,178.171,45.3752,87.2534,16.9338,49.2666,35.3143,39.4804,56.9545,62.2551,149.9697,83.9518,126.1523,176.7194,116.3683,49.4637,75.7896,118.2164,96.2999,90.6449,26.5686,88.2734,55.305,45.217,176.7777,44.8838,86.0581,16.7963,48.9626,35.0093,39.304,56.2378,61.4984,150.659,84.6899,127.5312,177.8763,117.5127,50.0734,76.2649,119.5065,96.8323,91.4051,26.8357,89.0466,55.4727,45.6905,177.9881,45.1568,87.1661,16.9115,49.1713,35.2588,39.4539,56.9172,62.1804,3658137,2177007,16573,4681538,16437,422291,122997,493903,212579,216196,84413,32818591,21184,1482708,82781912,6716798,13860340,25685127,6506429,5111856,6082966,20099195,3945651
2014-06-26,150.7486,84.445,127.9346,177.9395,117.6271,50.0999,76.1547,119.4972,96.879,91.4716,26.8268,89.1038,55.0441,45.5791,178.0154,45.2478,87.2185,16.8892,49.2257,35.2865,39.3746,57.0569,62.1804,150.7575,84.8653,127.9346,177.9667,117.6271,50.1529,76.173,119.5622,96.9257,91.4716,26.8447,89.1134,55.3236,45.672,178.0336,45.3388,87.3319,16.9115,49.2711,35.305,39.4275,57.0941,62.2271,149.5668,83.6639,126.7902,176.6019,116.8451,49.6405,75.6035,118.7083,96.0571,90.7304,26.6929,88.4071,55.0348,45.1613,176.6685,44.8975,86.4638,16.7257,48.7993,35.0139,39.1497,56.517,61.7226,150.48,84.8554,127.2676,177.7497,117.5127,50.0999,76.0812,119.5158,96.5894,91.2911,26.8447,89.0943,55.2957,45.4677,177.8606,45.1477,87.2621,16.852,49.135,35.2218,39.3128,56.9917,62.2271,4052354,2561862,17176,1492568,12411,355758,76019,75311,119068,92806,58145,22572172,5892,1176204,84311822,5451884,8080008,26728492,6845356,11352298,15990159,11236433,3079483
2014-06-27,150.1935,84.7263,127.8877,177.343,117.5603,50.0027,75.8883,119.4694,96.4307,91.2341,26.7822,88.9702,55.2864,45.5327,177.442,44.8201,87.0527,16.8,48.9717,35.1941,39.3128,56.8242,62.115,150.6323,84.9712,127.8877,178.292,117.9036,50.1441,76.3476,119.4972,96.9724,91.8327,26.9875,89.5,55.4075,45.6348,178.2611,45.0294,87.3057,16.9189,49.4253,35.4344,39.4539,56.9824,62.442,149.8175,84.1206,126.7433,177.2888,117.527,49.826,75.8883,118.9218,96.3373,91.2341,26.7518,88.9511,55.1839,45.3656,177.3556,44.7246,86.7561,16.8,48.7903,35.1756,39.1497,56.6436,62.0785,150.5606,84.9712,127.0528,178.292,117.9036,50.1176,76.3384,119.293,96.935,91.8232,26.9518,89.4857,55.4075,45.6163,178.2065,45.0067,87.2621,16.9189,49.2529,35.4344,39.379,56.8428,62.3766,3092161,2974170,12319,4126333,6898,212881,47919,116056,115483,88055,210280,22881506,9565,1053131,71453616,6352572,8229289,17944688,8214586,10883328,4692824,4840860,5204887
2014-06-30,150.3278,85.0341,127.3249,178.0661,117.8369,50.0999,76.2006,119.4322,96.9163,91.8422,26.9786,89.4475,55.305,45.5791,178.0973,45.0021,87.201,16.8818,49.2348,35.4067,39.2423,56.88,62.3298,150.7217,85.4313,127.5125,178.4457,118.0181,50.2166,76.4485,119.6735,97.019,92.3459,27.1304,89.8579,55.482,46.0155,178.5204,45.2387,87.4365,16.9338,49.262,35.5592,39.5862,57.0103,62.4887,150.095,84.6105,126.6307,177.8763,117.7317,49.9144,76.1822,118.8289,96.5427,91.8422,26.9251,89.4093,55.2397,45.5791,177.9426,44.8474,86.8608,16.8595,48.9989,35.3836,39.2423,56.5542,62.2271,150.3099,85.0705,126.7404,178.057,117.7415,50.1883,76.3751,118.996,96.7575,92.0608,27.0768,89.6384,55.2397,45.9505,178.1155,45.1659,87.3319,16.9041,49.0443,35.4436,39.3481,56.6194,62.3485,6488539,3088095,19942,2173944,10312,4858256,319179,1748874,3383180,2557871,134239,19764915,6154,1058311,70504228,13123531,6312791,37355935,7976659,4490433,12049143,6540585,2527541
2014-07-01,150.6501,85.6861,127.4374,178.4909,117.9227,50.2767,76.5956,119.4044,96.8509,92.2699,27.1304,89.9247,55.4261,46.4148,178.5432,45.2205,87.55,16.9412,49.0987,35.573,39.4098,56.8428,62.5073,151.8766,87.1457,128.9571,179.7743,119.0575,50.4522,77.2386,120.7965,97.7568,93.3213,27.2732,90.8602,55.7615,46.814,179.8537,45.4571,87.8205,17.0825,49.5251,35.915,39.5509,57.4477,63.1519,150.6134,85.4512,125.7301,178.4276,117.9227,50.1089,76.559,119.3487,96.8509,92.2699,27.0589,89.9152,55.3982,46.113,178.4886,45.1204,87.1661,16.9412,49.0987,35.5453,39.2599,56.7776,62.4326,151.4827,87.0861,128.7038,179.232,118.9431,50.2325,76.8528,120.6202,97.402,92.9921,27.1928,90.6215,55.7336,46.6933,179.3076,45.2751,87.3843,17.0082,49.3437,35.8041,39.4363,57.3361,63.0118,4912291,3387531,66597,13005390,14720,1517911,1761126,774781,734304,956902,131590,31862487,6415,2193975,90470121,6992863,6894105,28370668,8026210,7488882,5099647,8150627,3830557
2014-07-02,151.5812,87.1126,129.3792,179.223,118.8477,50.2325,77.0366,120.6295,97.3459,93.0681,27.1661,90.6597,55.6404,46.6933,179.3258,45.3115,87.3145,17.0007,49.2076,35.8688,39.4539,57.3175,63.0585,151.7603,87.9632,129.3792,179.6207,119.1528,50.312,77.0457,121.4741,97.5701,93.1883,27.2286,90.9079,55.9385,46.8994,179.7172,45.448,87.5675,17.0602,49.4072,35.8873,39.6171,57.7736,63.2267,151.4648,86.7287,128.7038,179.1597,118.8477,50.0381,76.7519,120.3975,97.0844,92.8685,27.1571,90.5929,55.6404,46.619,179.2439,45.2387,87.0658,16.9859,49.1713,35.7856,39.4539,57.2337,63.0118,151.6618,87.5594,129.201,179.4038,118.9335,50.1529,76.8345,121.4741,97.1311,93.0301,27.2107,90.7742,55.7988,46.8326,179.4896,45.3297,87.2534,16.9933,49.262,35.8411,39.5421,57.7736,63.1052,1931814,2171412,11386,2624584,9048,620282,175979,409035,195614,362859,116153,18784391,22827,2388154,52474832,3872493,5926355,17640511,10074506,4970038,3092969,4036664,1748932
2014-07-03,152.0646,87.8044,129.5293,179.928,119.4008,50.3473,77.1376,121.6876,97.458,93.2771,27.3,91.0701,56.0038,47.204,179.9993,45.4298,87.6722,17.1122,49.4707,35.9704,39.5686,57.8946,63.2921,152.6197,88.1817,129.8483,180.3799,119.8457,50.4004,77.3875,121.9846,97.981,93.4482,27.3714,91.347,56.218,47.3525,180.4543,45.6663,87.6722,17.1494,49.7238,36.0167,39.8155,58.0249,63.6471,151.9572,87.1259,128.9946,179.7924,119.4008,50.0823,77.1376,121.1771,97.4487,92.9921,27.2286,90.822,56.0038,47.0647,179.8628,45.4207,87.0963,17.0751,49.4616,35.8503,39.5157,57.6433,63.236,152.6197,88.046,129.6241,180.3257,119.7632,50.4004,77.3397,121.9846,97.8876,93.4482,27.3446,91.347,56.1901,47.2875,180.3724,45.6208,87.5849,17.1271,49.6703,35.9982,39.7626,58.0063,63.591,2074812,1838472,8514,1371831,8861,244665,134790,150694,74155,93440,81892,15291700,7842,758537,52938832,2809706,3668829,22116861,8550342,2193046,2303442,2468587,1747361
2014-07-07,152.0915,87.8308,129.4543,179.9732,119.4294,50.259,77.1744,121.7062,97.8036,93.3246,27.2821,91.242,56.0224,47.2504,180.0266,45.5571,87.4977,17.1048,49.6612,35.9982,39.6832,57.7736,63.3855,152.2079,88.0063,129.5761,180.0997,119.458,50.259,77.2203,121.9103,97.8036,93.5527,27.3446,91.3565,56.0969,47.3061,180.1722,45.5935,87.5064,17.1048,49.6612,36.0629,39.8596,58.0156,63.4976,151.7982,85.6663,127.4657,179.4218,118.8658,49.9055,76.8161,120.7131,97.0377,93.2106,27.2018,90.8983,55.9292,46.9161,179.4805,45.1568,86.7561,17.0007,49.2529,35.9057,39.6391,57.5223,63.1333,152.0736,85.7523,127.4843,179.7292,118.9145,49.9674,76.9631,120.8708,97.1872,93.4197,27.2375,91.0701,56.0131,46.9347,179.7445,45.2387,86.9131,17.0527,49.3164,36.0351,39.8243,57.5688,63.1987,2943811,5931960,15366,2893458,12751,1882452,346433,774282,5059730,1017536,78171,23266428,4840,1316068,61696447,4985587,6932367,24710843,9334314,10482168,5813747,3900326,3090406
2014-07-08,151.8229,85.3585,127.55,179.3224,118.7714,49.8702,76.7518,120.6017,96.9817,93.2771,27.2196,90.9079,55.6218,46.8233,179.4168,45.2114,86.7823,17.023,49.2439,36.0167,39.7626,57.4757,63.0959,151.8408,85.557,127.55,179.4038,118.7714,50.0469,76.8253,120.778,97.1031,93.3437,27.2196,90.9652,55.6963,46.9997,179.4805,45.2387,86.9917,17.0379,49.2529,36.0167,39.8684,57.5036,63.1146,150.8023,83.3263,124.8952,178.0842,117.5413,49.7377,76.2373,119.1259,96.2813,91.7472,26.8822,89.6002,55.5193,46.4055,178.1519,44.993,86.4333,16.8669,48.8447,35.5176,39.7097,56.8335,62.442,151.1649,83.9452,125.7959,178.5722,117.8083,49.9232,76.4394,119.5807,96.5054,92.3269,27.0054,89.9725,55.659,46.7026,178.5887,45.1204,86.7735,16.9041,48.9808,35.7117,39.7449,57.0289,62.5821,5439657,6715254,49411,5374874,16022,1423912,825171,477439,1097818,844659,466935,40612448,18946,1892999,108142552,4276627,10392325,34308975,8154183,6923856,4629546,7145438,5100294
2014-07-09,151.4648,83.826,125.9647,178.9699,118.2946,49.9674,76.6324,119.8592,96.8042,92.4789,27.0679,90.2111,55.8454,46.7954,179.0346,45.266,86.9131,16.9264,49.1985,35.7671,39.7978,57.1872,62.7596,151.9572,84.9646,126.1804,179.467,119.1338,50.2678,76.7059,120.1561,96.8883,92.7925,27.175,90.7408,56.0131,46.8977,179.5488,45.3342,87.3973,16.9635,49.2257,35.9011,39.9566,57.3268,63.3948,151.1783,82.8563,125.4581,178.5993,118.2469,49.9409,76.3477,119.1816,96.3746,92.2223,26.9875,89.9534,55.8361,46.4705,178.6524,45.1477,86.7735,16.8892,48.9263,35.6886,39.789,56.88,62.6848,151.8229,84.7859,126.0179,179.3676,119.1338,50.259,76.5864,119.9984,96.5614,92.726,27.1125,90.6406,55.9944,46.8511,179.3895,45.2751,87.3494,16.9487,49.0624,35.8873,39.9213,57.2709,63.3388,3545054,4102284,17295,4942885,206267,445230,58144,65088,196834,215050,339866,29928322,7886,1115860,72992322,4180922,6415671,19407603,8600618,7118133,5296012,5879917,18565051
