,date,open,high,low,close,volume,OpenInterest,positive_std,negative_std
0,2014-06-09,55.7389,55.7853,55.3866,55.4978,5533449,0,0.0,0.0
1,2014-06-10,55.5071,55.6833,55.1362,55.6833,6922426,0,0.3348883614072332,-0.15773688630995455
2,2014-06-11,55.4515,55.6972,55.4236,55.6184,5901164,0,-0.7561999601732876,-0.07517523047225537
3,2014-06-12,55.4978,55.6091,55.2104,55.3402,4305324,0,1.4571692195659427,-0.03689473316167818
4,2014-06-13,55.3866,55.4329,55.1455,55.2938,2950920,0,1.8280389147152447,1.7853021783940393
5,2014-06-16,55.5442,55.8224,55.2196,55.4051,9021662,0,-0.543734765218783,0.192570621579834
6,2014-06-17,55.4236,55.5164,55.2104,55.3773,3728159,0,-1.303537657225304,-0.5730759855402545
7,2014-06-18,55.3216,55.8316,55.2475,55.8224,5374240,0,0.5413265229208353,-0.7622479728356979
8,2014-06-19,55.7946,56.0078,55.7575,55.7946,4313803,0,1.2846198401572455,-1.3369677881312163
9,2014-06-20,56.1819,56.4891,56.1261,56.4798,4426653,0,-0.423322646720113,-1.3561926072838535
10,2014-06-23,56.516999999999996,56.5635,56.2192,56.2657,3406711,0,0.06512335170326254,-0.4684877829619708
11,2014-06-24,56.4519,56.745,56.2331,56.3029,4868458,0,0.6683683130529301,0.3977703986255423
12,2014-06-25,56.275,56.9545,56.2378,56.9172,20099195,0,0.0,0.0
13,2014-06-26,57.0569,57.0941,56.516999999999996,56.9917,11236433,0,-0.6286222106783939,-0.6035325168836865
14,2014-06-27,56.8242,56.9824,56.6436,56.8428,4840860,0,0.006458840912434093,0.7445083460818354
15,2014-06-30,56.88,57.0103,56.5542,56.6194,6540585,0,0.2929643108801932,0.3021795573858202
16,2014-07-01,56.8428,57.4477,56.7776,57.3361,8150627,0,0.0,0.0
17,2014-07-02,57.3175,57.7736,57.2337,57.7736,4036664,0,-0.4117937672972456,-0.2280435889972169
18,2014-07-03,57.8946,58.0249,57.6433,58.0063,2468587,0,0.0,0.0
19,2014-07-07,57.7736,58.0156,57.5223,57.5688,3900326,0,0.0,0.0
20,2014-07-08,57.4757,57.5036,56.8335,57.0289,7145438,0,0.0,0.0
21,2014-07-09,57.1872,57.3268,56.88,57.2709,5879917,0,2.210496574317982,-1.271791259747625
22,2014-07-10,56.8149,57.3547,56.5961,57.2337,4726647,0,0.0,0.0
23,2014-07-11,57.3175,57.4059,57.001000000000005,57.3547,3779770,0,0.0,0.0
24,2014-07-14,57.6898,57.6898,57.4013,57.5409,4078764,0,0.0,0.0
25,2014-07-15,57.5781,57.6153,56.9172,57.0476,5498884,0,0.0,0.0
26,2014-07-16,57.2337,57.2709,56.6054,56.8614,5279219,0,0.10693206807029056,1.6275746297965672
27,2014-07-17,56.4425,57.2607,56.3122,57.1592,8938743,0,-0.3462098168321961,0.2965718598658835
28,2014-07-18,56.4425,57.2607,56.3122,57.1592,8938743,0,0.0,0.0
29,2014-07-21,56.9917,57.0178,56.7311,56.9265,3731885,0,0.0,0.0
30,2014-07-22,57.2151,57.5781,57.1872,57.4199,5640694,0,0.17227321189363212,-2.4099975089839583
31,2014-07-23,57.848,57.968999999999994,57.6153,57.8853,7265003,0,-1.2728886501839258,-1.7721502963924185
32,2014-07-24,58.0156,58.0807,57.7084,57.7643,6107422,0,-1.150501118664954,-0.011958685338413131
33,2014-07-25,57.6433,57.6619,57.2616,57.5502,4129327,0,0.0,0.0
34,2014-07-28,57.5688,57.7503,57.2989,57.606,7004884,0,-1.3626938105830384,-1.3057434510340984
35,2014-07-29,57.7829,57.8625,57.5409,57.6526,5321796,0,0.0,0.0
36,2014-07-30,57.9411,58.1552,57.5874,57.8853,7752694,0,1.7470236900467078,-0.6324262282349501
37,2014-07-31,57.364,57.485,56.6939,56.6939,8415797,0,0.0,0.0
38,2014-08-01,56.5635,57.0289,56.3154,56.7404,16923843,0,-0.7824516579376104,-0.23756295432767194
39,2014-08-04,56.8614,57.0941,56.4672,56.9824,9208914,0,0.5413265229208353,-1.2258970606955115
40,2014-08-05,56.7404,56.9265,56.2471,56.4332,10309531,0,-0.644142404569293,-2.4496918634156204
41,2014-08-06,56.1912,56.638000000000005,55.9865,56.4053,9568213,0,1.2972495117144858,0.3840844271487378
42,2014-08-07,56.5263,56.5915,55.5769,55.6793,10947034,0,-0.7218372519879512,-0.0578430772094819
43,2014-08-08,59.784,59.9516,59.542,59.6817,5421859,0,0.3121791360739797,-0.04415731236988888
44,2014-08-11,56.5635,56.7311,56.2843,56.3122,4700622,0,0.2018365558822043,0.2348583878528955
45,2014-08-12,56.2564,56.4053,56.1075,56.2657,2878463,0,0.0,0.0
46,2014-08-13,56.4891,57.001000000000005,56.4705,56.9452,4751902,0,-0.5847095795116735,-0.3834745376715332
47,2014-08-14,57.0476,57.6153,56.8707,57.6153,4797399,0,0.0,0.0
48,2014-08-15,57.8946,57.9597,57.1406,57.6712,7777642,0,0.0,0.0
49,2014-08-18,57.9597,58.1971,57.8853,58.118,7448758,0,-0.05316206487620475,1.3718148309258378
50,2014-08-19,58.2017,58.5368,57.9969,58.4996,3874865,0,0.5471958044937979,-0.4422866545067369
51,2014-08-20,58.3879,58.5917,58.2296,58.4903,4513780,0,-0.054767259601832416,-0.3043920438457973
52,2014-08-21,58.574,58.7509,58.5182,58.574,3125885,0,0.0,0.0
53,2014-08-22,58.6671,58.7973,58.494,58.6299,3249218,0,0.8774602786044123,-2.6423450241072417
54,2014-08-25,58.9836,59.1977,58.8347,59.0767,4862977,0,0.0,0.0
55,2014-08-26,59.1604,59.3233,59.0394,59.2907,3603438,0,0.4613687113402305,0.9641050138763738
56,2014-08-27,59.4303,59.4583,59.1604,59.2442,4151668,0,-0.5847095795116735,-1.262127563189475
57,2014-08-28,59.0767,59.3559,59.0124,59.2256,3466762,0,-0.3265505987772284,1.2228834294933195
58,2014-08-29,59.3187,59.4955,59.1697,59.4397,4139087,0,1.7470236900467078,1.3774925676373424
59,2014-09-02,59.5607,59.6165,59.2488,59.4117,5076754,0,0.0,0.0
60,2014-09-03,59.784,59.9516,59.542,59.6817,5421859,0,0.0,0.0
